Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,duration_mins,genres_list,primary_genre,text_features
"Good Vibes, Good Life: How Self-Love Is the Key to Unlocking Your Greatness",Vex King,4.7,4533.0,633,"The Sunday Times best seller - over 100,000 copies sold.",4 hours and 10 minutes,",#292 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#63 in Personal Success,#328 in Mind, Body & Spirit,#860 in Personal Development & Self-Help",250,"['Personal Success', 'Mind', 'Personal Development & Self-Help']",Personal Success,"The Sunday Times best seller - over 100,000 copies sold. Personal Success Vex King"
"Cometh the Hour: The Clifton Chronicles, Book 6",Jeffrey Archer,4.4,4512.0,323,"Cometh the Hour opens with the reading of a suicide note, which has devastating consequences for Harry and Emma Clifton, Giles Barrington and Lady Virginia.",13 hours and 3 minutes,",#2,087 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#20 in Fiction Sagas,#30 in Family Life Fiction,#74 in Historical Fiction (Audible Audiobooks & Originals)",783,"['Fiction Sagas', 'Family Life Fiction']",Fiction Sagas,"Cometh the Hour opens with the reading of a suicide note, which has devastating consequences for Harry and Emma Clifton, Giles Barrington and Lady Virginia. Fiction Sagas Jeffrey Archer"
Raavan: Enemy of Aryavarta,Amish Tripathi,4.5,4483.0,836,"Without the darkness, light has no purpose.",11 hours and 32 minutes,",#39 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Fiction Sagas,#2 in Epic Fantasy,#40 in Fantasy (Books)",692,"['Fiction Sagas', 'Epic Fantasy', 'Fantasy (Books)']",Fiction Sagas,"Without the darkness, light has no purpose. Fiction Sagas Amish Tripathi"
City of Bones,Cassandra Clare,4.5,4461.0,937,"Clary Fray is seeing things: vampires in Brooklyn and werewolves in Manhattan. Irresistably drawn towards a group of sexy demon hunters, Clary encounters the dark side of New York City - and the dangers of forbidden love.",14 hours and 12 minutes,",#1,096 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Fantasy for Teens,#62 in Children's Horror & Ghost Stories (Books),#166 in Painting (Books)",852,"['Fantasy for Teens', ""Children's Horror & Ghost Stories (Books)"", 'Painting (Books)']",Fantasy for Teens,"Clary Fray is seeing things: vampires in Brooklyn and werewolves in Manhattan. Irresistably drawn towards a group of sexy demon hunters, Clary encounters the dark side of New York City - and the dangers of forbidden love. Fantasy for Teens Cassandra Clare"
Outliers: The Story of Success,Malcolm Gladwell,4.3,4459.0,500,"In this stunning new book, Malcolm Gladwell takes us on an intellectual journey through the world of ""outliers"" - the best and the brightest, the most famous and the most successful. He asks the question: what makes high achievers different? His answer is that we pay too much attention to what successful people are like and too little attention to where they are from: that is, their culture, their family, their generation, and the idiosyncratic experiences of their upbringing. Along the way he explains the secrets of software billionaires, what it takes to be a great soccer player, why Asians are good at math, and what made the Beatles the greatest rock band.",7 hours and 18 minutes,",#112 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Social Psychology,#4 in Anthropology (Audible Audiobooks & Originals),#9 in Business Motivation & Self-Improvement",438,"['Social Psychology', 'Business Motivation & Self-Improvement']",Social Psychology,"In this stunning new book, Malcolm Gladwell takes us on an intellectual journey through the world of ""outliers"" - the best and the brightest, the most famous and the most successful. He asks the question: what makes high achievers different? His answer is that we pay too much attention to what successful people are like and too little attention to where they are from: that is, their culture, their Social Psychology Malcolm Gladwell"
"Diary of a Wimpy Kid: Diary of a Wimpy Kid, Book 1",Jeff Kinney,4.6,4450.0,410,Brought to you by Puffin.,2 hours and 19 minutes,",#1,467 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#14 in Humorous Fiction for Children,#2,553 in Children's Literature & Fiction (Books)",139,['Humorous Fiction for Children'],Humorous Fiction for Children,Brought to you by Puffin. Humorous Fiction for Children Jeff Kinney
The Mister,E. L. James,4.1,4442.0,1093,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other E. L. James"
Go Pro - 7 Steps to Becoming a Network Marketing Professional,Eric Worre,4.8,4424.0,233,"Over twenty years ago at a company convention, Eric Worre had an ""aha"" moment that changed his life forever. At that event he made the decision to Go Pro and become a Network Marketing expert. Since that time, he has focused on developing the skills to do just that. In doing so, Eric has touched and been touched by hundreds of thousands of people around the world. Now he shares his wisdom in a guide that will ignite your passion for this profession and help you make the decision to Go Pro and create the life of your dreams.",2 hours and 49 minutes,",#375 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Business Sales,#10 in Marketing (Audible Audiobooks & Originals),#14 in Business Careers",169,"['Business Sales', 'Business Careers']",Business Sales,"Over twenty years ago at a company convention, Eric Worre had an ""aha"" moment that changed his life forever. At that event he made the decision to Go Pro and become a Network Marketing expert. Since that time, he has focused on developing the skills to do just that. In doing so, Eric has touched and been touched by hundreds of thousands of people around the world. Now he shares his wisdom in a gui Business Sales Eric Worre"
Holes,Louis Sachar,4.7,4365.0,417,"Stanley Yelnats' family has a history of bad luck, so when a miscarriage of justice sends him to Camp Green Lake Juvenile Detention Centre (which isn't green and doesn't have a lake), he is not surprised.",4 hours and 30 minutes,",#3,504 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#62 in Teen & Young Adult,#78 in Action & Adventure for Children,#2,550 in Children's Action & Adventure",270,"['Teen & Young Adult', 'Action & Adventure for Children']",Teen & Young Adult,"Stanley Yelnats' family has a history of bad luck, so when a miscarriage of justice sends him to Camp Green Lake Juvenile Detention Centre (which isn't green and doesn't have a lake), he is not surprised. Teen & Young Adult Louis Sachar"
Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,4.5,4327.0,1093,Brought to you by Penguin.,8 hours and 42 minutes,",#29 in Society & Culture (Books),#45 in Sciences, Technology & Medicine (Books),#164 in Personal Development & Self-Help",522,"['Society & Culture (Books)', 'Sciences', 'Personal Development & Self-Help']",Society & Culture (Books),Brought to you by Penguin. Society & Culture (Books) Malcolm Gladwell
A Short History of Nearly Everything,William Roberts,4.5,4319.0,797,Featuring a special introduction written for the audiobook edition and read by the author,-1,-1,0,[],Other,Featuring a special introduction written for the audiobook edition and read by the author Other William Roberts
The Family Upstairs,Lisa Jewell,4.5,4314.0,888,Brought to you by Penguin.,9 hours and 37 minutes,",#1,614 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Espionage Thrillers,#25 in Psychological Thrillers,#40 in Crime Fiction",577,"['Espionage Thrillers', 'Psychological Thrillers', 'Crime Fiction']",Espionage Thrillers,Brought to you by Penguin. Espionage Thrillers Lisa Jewell
Life's Amazing Secrets: How to Find Balance and Purpose in Your Life,Gaur Gopal Das,4.6,4308.0,1005,"Stop going through life,  Start growing through life!",6 hours and 25 minutes,",#6 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Literary Essays,#1 in Essays (Books),#1 in Spiritualism",385,"['Literary Essays', 'Essays (Books)', 'Spiritualism']",Literary Essays,"Stop going through life,  Start growing through life! Literary Essays Gaur Gopal Das"
The Little Prince,Antoine De Saint-Exupéry,4.4,4278.0,267,"By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.",1 hour and 41 minutes,",#4,027 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#215 in Classic Literature,#3,801 in Classic Fiction (Books)",101,['Classic Literature'],Classic Literature,"By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms. Classic Literature Antoine De Saint-Exupéry"
City of Girls,Elizabeth Gilbert,4.4,4265.0,1328,"The blazingly brilliant new novel from Elizabeth Gilbert, author of the international best seller Eat Pray Love: a glittering coming-of-age epic stitched across the fabric of a lost New York.",15 hours and 8 minutes,",#1,257 in Historical Fiction (Books)",908,[],Other,"The blazingly brilliant new novel from Elizabeth Gilbert, author of the international best seller Eat Pray Love: a glittering coming-of-age epic stitched across the fabric of a lost New York. Other Elizabeth Gilbert"
Bring Up the Bodies,Hilary Mantel,4.5,4259.0,1032,"Costa Book of the Year, 2012",14 hours and 33 minutes,",#2,380 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#22 in Fiction Sagas,#70 in World Literature (Audible Audiobooks & Originals),#85 in Historical Fiction (Audible Audiobooks & Originals)",873,['Fiction Sagas'],Fiction Sagas,"Costa Book of the Year, 2012 Fiction Sagas Hilary Mantel"
Still Me,Jojo Moyes,4.7,4238.0,1093,"Penguin presents the audiobook edition of Still Me by Jojo Moyes, read by Anna Acton - the third Lou Clark novel by Jojo Moyes, following the number one international best sellers Me Before You and After You.",13 hours and 37 minutes,",#1,935 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#19 in Romantic Comedy,#42 in Women's Fiction,#59 in Contemporary Romance (Audible Audiobooks & Originals)",817,"['Romantic Comedy', ""Women's Fiction""]",Romantic Comedy,"Penguin presents the audiobook edition of Still Me by Jojo Moyes, read by Anna Acton - the third Lou Clark novel by Jojo Moyes, following the number one international best sellers Me Before You and After You. Romantic Comedy Jojo Moyes"
